id,code,name,category_code,price,image,tax,cost,tax_method,quantity,barcode_symbology,type,details,alert_quantity
263,240106000000,MD115,0,50,,0,0,1,0,ean13,standard,1 BLUSA 8,20
264,300106000000,MD116,0,50,,0,0,1,20,ean13,standard,1 BLUSA 8,20
265,215106000000,MD117,0,45,,0,0,1,32,ean13,standard,1 BLUSA 8,20
266,290106000000,MD118,0,50,,0,0,1,85,ean13,standard,1 BLUSA LISA,20
267,305106000000,MD119,0,50,,0,0,1,39,ean13,standard,1 BLUSA 8,20
268,300106000000,MD120,0,50,,0,0,1,4,ean13,standard,1 BLUSA 8,20
269,220106000000,MD121,0,45,,0,0,1,53,ean13,standard,1 BLUSA 8,20
270,280106000000,MD122,0,55,,0,0,1,0,ean13,standard,1 BLUSA LISA 8,20
271,235106000000,MD123,0,50,,0,0,1,67,ean13,standard,1 BLUSA 8,20
272,260106000000,MD124,0,50,,0,0,1,0,ean13,standard,1 BLUSA 8,20
273,300106000000,MD125,0,50,,0,0,1,84,ean13,standard,1 BLUSA 8,20
274,270106000000,MD126,0,50,,0,0,1,0,ean13,standard,1 BLUSA 8,20
275,290106000000,MD127,0,50,,0,0,1,40,ean13,standard,1 BLUSA 8,20
276,250106000000,MD129,0,50,,0,0,1,0,ean13,standard,1 BLUSA 8,20
20
